" ","  ","  "
"שם לקוח","כתובת","מספר חוזה"
"Sample User","Sample Address","000000000000"
"סוג מונה","קוד מונה","מספר מונה"
"צריכה","503","00000000"
"קוד ומספר מונה","סוג מונה","תאריך","מועד תחילת הפעימה","צריכה/ייצור בקוט""ש","הזרמה בקוט""ש"
"503-00000000","צריכה","05/01/2024","22:00",0.204,0
"503-00000000","צריכה","05/01/2024","22:15",0.240,0
"503-00000000","צריכה","05/01/2024","22:30",0.229,0
"503-00000000","צריכה","05/01/2024","22:45",0.279,0
"503-00000000","צריכה","05/01/2024","23:00",0.049,0
"503-00000000","צריכה","05/01/2024","23:15",0.058,0
"503-00000000","צריכה","05/01/2024","23:30",0.055,0
"503-00000000","צריכה","05/01/2024","23:45",0.053,0
"503-00000000","צריכה","06/01/2024","00:00",0.042,0
"503-00000000","צריכה","06/01/2024","00:15",0.047,0
"503-00000000","צריכה","06/01/2024","00:30",0.053,0
"503-00000000","צריכה","06/01/2024","00:45",0.057,0
"503-00000000","צריכה","06/01/2024","01:00",0.042,0
"503-00000000","צריכה","06/01/2024","01:15",0.049,0
"503-00000000","צריכה","06/01/2024","01:30",0.050,0
"503-00000000","צריכה","06/01/2024","01:45",0.057,0
"503-00000000","צריכה","06/01/2024","02:00",0.046,0
"503-00000000","צריכה","06/01/2024","02:15",0.040,0
"503-00000000","צריכה","06/01/2024","02:30",0.044,0
"503-00000000","צריכה","06/01/2024","02:45",0.054,0
"503-00000000","צריכה","06/01/2024","03:00",0.047,0
"503-00000000","צריכה","06/01/2024","03:15",0.045,0
"503-00000000","צריכה","06/01/2024","03:30",0.061,0
"503-00000000","צריכה","06/01/2024","03:45",0.040,0
"503-00000000","צריכה","06/01/2024","04:00",0.048,0
"503-00000000","צריכה","06/01/2024","04:15",0.052,0
"503-00000000","צריכה","06/01/2024","04:30",0.045,0
"503-00000000","צריכה","06/01/2024","04:45",0.053,0
"503-00000000","צריכה","06/01/2024","05:00",0.046,0
"503-00000000","צריכה","06/01/2024","05:15",0.043,0
"503-00000000","צריכה","06/01/2024","05:30",0.039,0
"503-00000000","צריכה","06/01/2024","05:45",0.038,0
"503-00000000","צריכה","06/01/2024","06:00",0.089,0
"503-00000000","צריכה","06/01/2024","06:15",0.091,0
"503-00000000","צריכה","06/01/2024","06:30",0.079,0
"503-00000000","צריכה","06/01/2024","06:45",0.103,0
"503-00000000","צריכה","06/01/2024","07:00",0.108,0
"503-00000000","צריכה","06/01/2024","07:15",0.109,0
"503-00000000","צריכה","06/01/2024","07:30",0.096,0
"503-00000000","צריכה","06/01/2024","07:45",0.078,0
"503-00000000","צריכה","06/01/2024","08:00",0.093,0
"503-00000000","צריכה","06/01/2024","08:15",0.076,0
"503-00000000","צריכה","06/01/2024","08:30",0.087,0
"503-00000000","צריכה","06/01/2024","08:45",0.110,0
"503-00000000","צריכה","06/01/2024","09:00",0.118,0
"503-00000000","צריכה","06/01/2024","09:15",0.098,0
"503-00000000","צריכה","06/01/2024","09:30",0.106,0
"503-00000000","צריכה","06/01/2024","09:45",0.136,0
"503-00000000","צריכה","06/01/2024","10:00",0.112,0
"503-00000000","צריכה","06/01/2024","10:15",0.108,0
"503-00000000","צריכה","06/01/2024","10:30",0.101,0
"503-00000000","צריכה","06/01/2024","10:45",0.092,0
"503-00000000","צריכה","06/01/2024","11:00",0.089,0
"503-00000000","צריכה","06/01/2024","11:15",0.125,0
"503-00000000","צריכה","06/01/2024","11:30",0.102,0
"503-00000000","צריכה","06/01/2024","11:45",0.097,0
"503-00000000","צריכה","06/01/2024","12:00",0.145,0
"503-00000000","צריכה","06/01/2024","12:15",0.088,0
"503-00000000","צריכה","06/01/2024","12:30",0.133,0
"503-00000000","צריכה","06/01/2024","12:45",0.107,0
"503-00000000","צריכה","06/01/2024","13:00",0.129,0
"503-00000000","צריכה","06/01/2024","13:15",0.127,0
"503-00000000","צריכה","06/01/2024","13:30",0.138,0
"503-00000000","צריכה","06/01/2024","13:45",0.098,0
"503-00000000","צריכה","06/01/2024","14:00",0.097,0
"503-00000000","צריכה","06/01/2024","14:15",0.121,0
"503-00000000","צריכה","06/01/2024","14:30",0.098,0
"503-00000000","צריכה","06/01/2024","14:45",0.118,0
"503-00000000","צריכה","06/01/2024","15:00",0.138,0
"503-00000000","צריכה","06/01/2024","15:15",0.140,0
"503-00000000","צריכה","06/01/2024","15:30",0.102,0
"503-00000000","צריכה","06/01/2024","15:45",0.139,0
"503-00000000","צריכה","06/01/2024","16:00",0.131,0
"503-00000000","צריכה","06/01/2024","16:15",0.116,0
"503-00000000","צריכה","06/01/2024","16:30",0.140,0
"503-00000000","צריכה","06/01/2024","16:45",0.134,0
"503-00000000","צריכה","06/01/2024","17:00",0.219,0
"503-00000000","צריכה","06/01/2024","17:15",0.200,0
"503-00000000","צריכה","06/01/2024","17:30",0.225,0
"503-00000000","צריכה","06/01/2024","17:45",0.294,0
"503-00000000","צריכה","06/01/2024","18:00",0.215,0
"503-00000000","צריכה","06/01/2024","18:15",0.276,0
"503-00000000","צריכה","06/01/2024","18:30",0.179,0
"503-00000000","צריכה","06/01/2024","18:45",0.198,0
"503-00000000","צריכה","06/01/2024","19:00",0.271,0
"503-00000000","צריכה","06/01/2024","19:15",0.192,0
"503-00000000","צריכה","06/01/2024","19:30",0.287,0
"503-00000000","צריכה","06/01/2024","19:45",0.293,0
"503-00000000","צריכה","06/01/2024","20:00",0.187,0
"503-00000000","צריכה","06/01/2024","20:15",0.215,0
"503-00000000","צריכה","06/01/2024","20:30",0.195,0
"503-00000000","צריכה","06/01/2024","20:45",0.275,0
"503-00000000","צריכה","06/01/2024","21:00",0.219,0
"503-00000000","צריכה","06/01/2024","21:15",0.273,0
"503-00000000","צריכה","06/01/2024","21:30",0.240,0
"503-00000000","צריכה","06/01/2024","21:45",0.241,0
"503-00000000","צריכה","06/01/2024","22:00",0.235,0
"503-00000000","צריכה","06/01/2024","22:15",0.195,0
"503-00000000","צריכה","06/01/2024","22:30",0.181,0
"503-00000000","צריכה","06/01/2024","22:45",0.272,0
"503-00000000","צריכה","06/01/2024","23:00",0.054,0
"503-00000000","צריכה","06/01/2024","23:15",0.047,0
"503-00000000","צריכה","06/01/2024","23:30",0.041,0
"503-00000000","צריכה","06/01/2024","23:45",0.058,0
"503-00000000","צריכה","07/01/2024","00:00",0.056,0
"503-00000000","צריכה","07/01/2024","00:15",0.048,0
"503-00000000","צריכה","07/01/2024","00:30",0.057,0
"503-00000000","צריכה","07/01/2024","00:45",0.053,0
"503-00000000","צריכה","07/01/2024","01:00",0.047,0
"503-00000000","צריכה","07/01/2024","01:15",0.040,0
"503-00000000","צריכה","07/01/2024","01:30",0.055,0
"503-00000000","צריכה","07/01/2024","01:45",0.046,0
"503-00000000","צריכה","07/01/2024","02:00",0.047,0
"503-00000000","צריכה","07/01/2024","02:15",0.047,0
"503-00000000","צריכה","07/01/2024","02:30",0.046,0
"503-00000000","צריכה","07/01/2024","02:45",0.039,0
"503-00000000","צריכה","07/01/2024","03:00",0.061,0
"503-00000000","צריכה","07/01/2024","03:15",0.048,0
"503-00000000","צריכה","07/01/2024","03:30",0.041,0
"503-00000000","צריכה","07/01/2024","03:45",0.046,0
"503-00000000","צריכה","07/01/2024","04:00",0.052,0
"503-00000000","צריכה","07/01/2024","04:15",0.053,0
"503-00000000","צריכה","07/01/2024","04:30",0.049,0
"503-00000000","צריכה","07/01/2024","04:45",0.050,0
"503-00000000","צריכה","07/01/2024","05:00",0.042,0
"503-00000000","צריכה","07/01/2024","05:15",0.040,0
"503-00000000","צריכה","07/01/2024","05:30",0.051,0
"503-00000000","צריכה","07/01/2024","05:45",0.047,0
"503-00000000","צריכה","07/01/2024","06:00",0.100,0
"503-00000000","צריכה","07/01/2024","06:15",0.094,0
"503-00000000","צריכה","07/01/2024","06:30",0.084,0
"503-00000000","צריכה","07/01/2024","06:45",0.108,0
"503-00000000","צריכה","07/01/2024","07:00",0.125,0
"503-00000000","צריכה","07/01/2024","07:15",0.078,0
"503-00000000","צריכה","07/01/2024","07:30",0.077,0
"503-00000000","צריכה","07/01/2024","07:45",0.079,0
"503-00000000","צריכה","07/01/2024","08:00",0.125,0
"503-00000000","צריכה","07/01/2024","08:15",0.107,0
"503-00000000","צריכה","07/01/2024","08:30",0.100,0
"503-00000000","צריכה","07/01/2024","08:45",0.077,0
"503-00000000","צריכה","07/01/2024","09:00",0.051,0
"503-00000000","צריכה","07/01/2024","09:15",0.070,0
"503-00000000","צריכה","07/01/2024","09:30",0.063,0
"503-00000000","צריכה","07/01/2024","09:45",0.073,0
"503-00000000","צריכה","07/01/2024","10:00",0.081,0
"503-00000000","צריכה","07/01/2024","10:15",0.060,0
"503-00000000","צריכה","07/01/2024","10:30",0.075,0
"503-00000000","צריכה","07/01/2024","10:45",0.057,0
"503-00000000","צריכה","07/01/2024","11:00",0.076,0
"503-00000000","צריכה","07/01/2024","11:15",0.067,0
"503-00000000","צריכה","07/01/2024","11:30",0.063,0
"503-00000000","צריכה","07/01/2024","11:45",0.073,0
"503-00000000","צריכה","07/01/2024","12:00",0.079,0
"503-00000000","צריכה","07/01/2024","12:15",0.083,0
"503-00000000","צריכה","07/01/2024","12:30",0.058,0
"503-00000000","צריכה","07/01/2024","12:45",0.081,0
"503-00000000","צריכה","07/01/2024","13:00",0.051,0
"503-00000000","צריכה","07/01/2024","13:15",0.079,0
"503-00000000","צריכה","07/01/2024","13:30",0.064,0
"503-00000000","צריכה","07/01/2024","13:45",0.057,0
"503-00000000","צריכה","07/01/2024","14:00",0.077,0
"503-00000000","צריכה","07/01/2024","14:15",0.068,0
"503-00000000","צריכה","07/01/2024","14:30",0.081,0
"503-00000000","צריכה","07/01/2024","14:45",0.075,0
"503-00000000","צריכה","07/01/2024","15:00",0.064,0
"503-00000000","צריכה","07/01/2024","15:15",0.083,0
"503-00000000","צריכה","07/01/2024","15:30",0.080,0
"503-00000000","צריכה","07/01/2024","15:45",0.073,0
"503-00000000","צריכה","07/01/2024","16:00",0.075,0
"503-00000000","צריכה","07/01/2024","16:15",0.078,0
"503-00000000","צריכה","07/01/2024","16:30",0.063,0
"503-00000000","צריכה","07/01/2024","16:45",0.051,0
"503-00000000","צריכה","07/01/2024","17:00",0.274,0
"503-00000000","צריכה","07/01/2024","17:15",0.220,0
"503-00000000","צריכה","07/01/2024","17:30",0.222,0
"503-00000000","צריכה","07/01/2024","17:45",0.243,0
"503-00000000","צריכה","07/01/2024","18:00",0.286,0
"503-00000000","צריכה","07/01/2024","18:15",0.225,0
"503-00000000","צריכה","07/01/2024","18:30",0.287,0
"503-00000000","צריכה","07/01/2024","18:45",0.267,0
"503-00000000","צריכה","07/01/2024","19:00",0.247,0
"503-00000000","צריכה","07/01/2024","19:15",0.224,0
"503-00000000","צריכה","07/01/2024","19:30",0.249,0
"503-00000000","צריכה","07/01/2024","19:45",0.209,0
"503-00000000","צריכה","07/01/2024","20:00",0.202,0
"503-00000000","צריכה","07/01/2024","20:15",0.210,0
"503-00000000","צריכה","07/01/2024","20:30",0.213,0
"503-00000000","צריכה","07/01/2024","20:45",0.208,0
"503-00000000","צריכה","07/01/2024","21:00",0.244,0
"503-00000000","צריכה","07/01/2024","21:15",0.294,0
"503-00000000","צריכה","07/01/2024","21:30",0.203,0
"503-00000000","צריכה","07/01/2024","21:45",0.193,0
"503-00000000","צריכה","07/01/2024","22:00",0.194,0
"503-00000000","צריכה","07/01/2024","22:15",0.192,0
"503-00000000","צריכה","07/01/2024","22:30",0.216,0
"503-00000000","צריכה","07/01/2024","22:45",0.204,0
"503-00000000","צריכה","07/01/2024","23:00",0.048,0
"503-00000000","צריכה","07/01/2024","23:15",0.042,0
"503-00000000","צריכה","07/01/2024","23:30",0.047,0
"503-00000000","צריכה","07/01/2024","23:45",0.056,0
"503-00000000","צריכה","08/01/2024","00:00",0.046,0
"503-00000000","צריכה","08/01/2024","00:15",0.041,0
"503-00000000","צריכה","08/01/2024","00:30",0.054,0
"503-00000000","צריכה","08/01/2024","00:45",0.058,0
"503-00000000","צריכה","08/01/2024","01:00",0.053,0
"503-00000000","צריכה","08/01/2024","01:15",0.042,0
"503-00000000","צריכה","08/01/2024","01:30",0.042,0
"503-00000000","צריכה","08/01/2024","01:45",0.039,0
"503-00000000","צריכה","08/01/2024","02:00",0.055,0
"503-00000000","צריכה","08/01/2024","02:15",0.061,0
"503-00000000","צריכה","08/01/2024","02:30",0.040,0
"503-00000000","צריכה","08/01/2024","02:45",0.050,0
"503-00000000","צריכה","08/01/2024","03:00",0.046,0
"503-00000000","צריכה","08/01/2024","03:15",0.043,0
"503-00000000","צריכה","08/01/2024","03:30",0.061,0
"503-00000000","צריכה","08/01/2024","03:45",0.050,0
"503-00000000","צריכה","08/01/2024","04:00",0.038,0
"503-00000000","צריכה","08/01/2024","04:15",0.041,0
"503-00000000","צריכה","08/01/2024","04:30",0.058,0
"503-00000000","צריכה","08/01/2024","04:45",0.061,0
"503-00000000","צריכה","08/01/2024","05:00",0.047,0
"503-00000000","צריכה","08/01/2024","05:15",0.040,0
"503-00000000","צריכה","08/01/2024","05:30",0.060,0
"503-00000000","צריכה","08/01/2024","05:45",0.054,0
"503-00000000","צריכה","08/01/2024","06:00",0.098,0
"503-00000000","צריכה","08/01/2024","06:15",0.113,0
"503-00000000","צריכה","08/01/2024","06:30",0.106,0
"503-00000000","צריכה","08/01/2024","06:45",0.099,0
"503-00000000","צריכה","08/01/2024","07:00",0.098,0
"503-00000000","צריכה","08/01/2024","07:15",0.112,0
"503-00000000","צריכה","08/01/2024","07:30",0.103,0
"503-00000000","צריכה","08/01/2024","07:45",0.085,0
"503-00000000","צריכה","08/01/2024","08:00",0.125,0
"503-00000000","צריכה","08/01/2024","08:15",0.111,0
"503-00000000","צריכה","08/01/2024","08:30",0.112,0
"503-00000000","צריכה","08/01/2024","08:45",0.115,0
"503-00000000","צריכה","08/01/2024","09:00",0.052,0
"503-00000000","צריכה","08/01/2024","09:15",0.077,0
"503-00000000","צריכה","08/01/2024","09:30",0.057,0
"503-00000000","צריכה","08/01/2024","09:45",0.083,0
"503-00000000","צריכה","08/01/2024","10:00",0.059,0
"503-00000000","צריכה","08/01/2024","10:15",0.062,0
"503-00000000","צריכה","08/01/2024","10:30",0.083,0
"503-00000000","צריכה","08/01/2024","10:45",0.078,0
"503-00000000","צריכה","08/01/2024","11:00",0.056,0
"503-00000000","צריכה","08/01/2024","11:15",0.070,0
"503-00000000","צריכה","08/01/2024","11:30",0.078,0
"503-00000000","צריכה","08/01/2024","11:45",0.057,0
"503-00000000","צריכה","08/01/2024","12:00",0.056,0
"503-00000000","צריכה","08/01/2024","12:15",0.080,0
"503-00000000","צריכה","08/01/2024","12:30",0.083,0
"503-00000000","צריכה","08/01/2024","12:45",0.061,0
"503-00000000","צריכה","08/01/2024","13:00",0.083,0
"503-00000000","צריכה","08/01/2024","13:15",0.068,0
"503-00000000","צריכה","08/01/2024","13:30",0.083,0
"503-00000000","צריכה","08/01/2024","13:45",0.051,0
"503-00000000","צריכה","08/01/2024","14:00",0.077,0
"503-00000000","צריכה","08/01/2024","14:15",0.052,0
"503-00000000","צריכה","08/01/2024","14:30",0.082,0
"503-00000000","צריכה","08/01/2024","14:45",0.066,0
"503-00000000","צריכה","08/01/2024","15:00",0.073,0
"503-00000000","צריכה","08/01/2024","15:15",0.071,0
"503-00000000","צריכה","08/01/2024","15:30",0.062,0
"503-00000000","צריכה","08/01/2024","15:45",0.063,0
"503-00000000","צריכה","08/01/2024","16:00",0.057,0
"503-00000000","צריכה","08/01/2024","16:15",0.055,0
"503-00000000","צריכה","08/01/2024","16:30",0.063,0
"503-00000000","צריכה","08/01/2024","16:45",0.064,0
"503-00000000","צריכה","08/01/2024","17:00",0.234,0
"503-00000000","צריכה","08/01/2024","17:15",0.251,0
"503-00000000","צריכה","08/01/2024","17:30",0.195,0
"503-00000000","צריכה","08/01/2024","17:45",0.246,0
"503-00000000","צריכה","08/01/2024","18:00",0.212,0
"503-00000000","צריכה","08/01/2024","18:15",0.288,0
"503-00000000","צריכה","08/01/2024","18:30",0.193,0
"503-00000000","צריכה","08/01/2024","18:45",0.269,0
"503-00000000","צריכה","08/01/2024","19:00",0.199,0
"503-00000000","צריכה","08/01/2024","19:15",0.297,0
"503-00000000","צריכה","08/01/2024","19:30",0.277,0
"503-00000000","צריכה","08/01/2024","19:45",0.269,0
"503-00000000","צריכה","08/01/2024","20:00",0.268,0
"503-00000000","צריכה","08/01/2024","20:15",0.275,0
"503-00000000","צריכה","08/01/2024","20:30",0.181,0
"503-00000000","צריכה","08/01/2024","20:45",0.240,0
"503-00000000","צריכה","08/01/2024","21:00",0.230,0
"503-00000000","צריכה","08/01/2024","21:15",0.250,0
"503-00000000","צריכה","08/01/2024","21:30",0.192,0
"503-00000000","צריכה","08/01/2024","21:45",0.212,0
"503-00000000","צריכה","08/01/2024","22:00",0.181,0
"503-00000000","צריכה","08/01/2024","22:15",0.233,0
"503-00000000","צריכה","08/01/2024","22:30",0.205,0
"503-00000000","צריכה","08/01/2024","22:45",0.249,0
"503-00000000","צריכה","08/01/2024","23:00",0.060,0
"503-00000000","צריכה","08/01/2024","23:15",0.049,0
"503-00000000","צריכה","08/01/2024","23:30",0.042,0
"503-00000000","צריכה","08/01/2024","23:45",0.051,0
"503-00000000","צריכה","09/01/2024","00:00",0.062,0
"503-00000000","צריכה","09/01/2024","00:15",0.057,0
"503-00000000","צריכה","09/01/2024","00:30",0.038,0
"503-00000000","צריכה","09/01/2024","00:45",0.054,0
"503-00000000","צריכה","09/01/2024","01:00",0.038,0
"503-00000000","צריכה","09/01/2024","01:15",0.048,0
"503-00000000","צריכה","09/01/2024","01:30",0.061,0
"503-00000000","צריכה","09/01/2024","01:45",0.054,0
"503-00000000","צריכה","09/01/2024","02:00",0.057,0
"503-00000000","צריכה","09/01/2024","02:15",0.043,0
"503-00000000","צריכה","09/01/2024","02:30",0.047,0
"503-00000000","צריכה","09/01/2024","02:45",0.057,0
"503-00000000","צריכה","09/01/2024","03:00",0.043,0
"503-00000000","צריכה","09/01/2024","03:15",0.044,0
"503-00000000","צריכה","09/01/2024","03:30",0.040,0
"503-00000000","צריכה","09/01/2024","03:45",0.040,0
"503-00000000","צריכה","09/01/2024","04:00",0.039,0
"503-00000000","צריכה","09/01/2024","04:15",0.054,0
"503-00000000","צריכה","09/01/2024","04:30",0.048,0
